Year,Make,Model,Engine,Viscosity,Capacity
2005,Ford Trucks,EXPLORER,4.0L 6 -cyl Engine Code [K] K Flex,5W-30 (All TEMPS),"5 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,EXPLORER,4.6L 8 -cyl Engine Code [W] W,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,EXPLORER SPORT TRAC,4.0L 6 -cyl Engine Code [E] E,5W-30 (All TEMPS),"5 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,EXPLORER SPORT TRAC,4.0L 6 -cyl Engine Code [K] K Flex,5W-30 (All TEMPS),"5 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,F150 PICKUP,4.2L 6 -cyl Engine Code [2] 2,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,F150 PICKUP,4.6L 8 -cyl Engine Code [W] W,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,F150 PICKUP,5.4L 8 -cyl Engine Code [5] 5,5W-20 (All TEMPS),"7 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,F250 HD PICKUP,5.4L 8 -cyl Engine Code [5] 5,5W-20 (All TEMPS),"7 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,F250 HD PICKUP,6.0L 8 -cyl Engine Code [P] P Diesel Turbo,0W-30 (-29 To -18),"15 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,F250 HD PICKUP,6.8L 10-cyl Engine Code [Y] Y,5W-20 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2005,Ford Trucks,F350 PICKUP,5.4L 8 -cyl Engine Code [5] 5,5W-20 (All TEMPS),"7 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,F350 PICKUP,6.0L 8 -cyl Engine Code [P] P Diesel Turbo,0W-30 (-29 To -18),"15 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,F350 PICKUP,6.8L 10-cyl Engine Code [Y] Y,5W-20 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2005,Ford Trucks,F450 PICKUP,6.0L 8 -cyl Engine Code [P] P Diesel Turbo,0W-30 (-29 To -18),"15 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,F450 PICKUP,6.8L 10-cyl Engine Code [Y] Y,5W-20 (All TEMPS),"7 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,F550 PICKUP,6.0L 8 -cyl Engine Code [P] P Diesel Turbo,0W-30 (-29 To -18),"15 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,F550 PICKUP,6.8L 10-cyl Engine Code [Y] Y,5W-20 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2005,Ford Trucks,RANGER,2.3L 4 -cyl Engine Code [D] D,5W-20 (All TEMPS),"4 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,RANGER,3.0L 6 -cyl Engine Code [U] U,5W-20 (All TEMPS),"4.5 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Ford Trucks,RANGER,4.0L 6 -cyl Engine Code [E] E,5W-30 (All TEMPS),"5 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Gmc Trucks,CANYON,2.8L 4 -cyl Engine Code [8] 8,5W-30 (All TEMPS),5 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,CANYON,3.5L 5 -cyl Engine Code [6] 6,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,ENVOY,4.2L 6 -cyl Engine Code [S] LL8 S,5W-30 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,ENVOY,5.3L 8 -cyl Engine Code [M] LH6 M,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SAFARI VAN,4.3L 6 -cyl Engine Code [X] LU3 X,5W-30 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SAVANA 1500,4.3L 6 -cyl Engine Code [X] LU3 X,5W-30 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SAVANA 1500,5.3L 8 -cyl Engine Code [T] LM7 T,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SAVANA 2500,4.3L 6 -cyl Engine Code [X] LU3 X,5W-30 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SAVANA 2500,4.8L 8 -cyl Engine Code [V] V,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SAVANA 2500,5.3L 8 -cyl Engine Code [T] LM7 T,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SAVANA 2500,6.0L 8 -cyl Engine Code [U] 9,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SAVANA 2500,6.0L 8 -cyl Engine Code [U] U,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SAVANA 3500,4.8L 8 -cyl Engine Code [V] V,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SAVANA 3500,6.0L 8 -cyl Engine Code [U] 9,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SAVANA 3500,6.0L 8 -cyl Engine Code [U] U,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 1500 HD PICKUP,6.0L 8 -cyl Engine Code [U] U,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 1500 PICKUP,4.3L 6 -cyl Engine Code [X] LU3 X,5W-30 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 1500 PICKUP,4.8L 8 -cyl Engine Code [V] V,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 1500 PICKUP,5.3L 8 -cyl Engine Code [B] L33 B,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 1500 PICKUP,5.3L 8 -cyl Engine Code [T] LM7 D,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 1500 PICKUP,5.3L 8 -cyl Engine Code [T] LM7 T,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 1500 PICKUP,5.3L 8 -cyl Engine Code [Z] L59 Z Flex,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 1500 PICKUP,6.0L 8 -cyl Engine Code [N] LQ9 N,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 2500 HD PICKUP,6.0L 8 -cyl Engine Code [U] 9,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 2500 HD PICKUP,6.0L 8 -cyl Engine Code [U] U,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 2500 HD PICKUP,6.6L 8 -cyl Engine Code [2] LLY 2 Diesel Turbo,"15W-40, 10W-30 (Above -18)",10 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 2500 HD PICKUP,8.1L 8 -cyl Engine Code [G] G,5W-30 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 3500 PICKUP,6.0L 8 -cyl Engine Code [U] 9,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 3500 PICKUP,6.0L 8 -cyl Engine Code [U] U,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 3500 PICKUP,6.6L 8 -cyl Engine Code [2] LLY 2 Diesel Turbo,"15W-40, 10W-30 (Above -18)",10 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SIERRA 3500 PICKUP,8.1L 8 -cyl Engine Code [G] G,5W-30 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,SSERIES JIMMY,4.3L 6 -cyl Engine Code [X] LU3 X,N/A,N/A
2005,Gmc Trucks,YUKON,4.8L 8 -cyl Engine Code [V] V,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,YUKON,5.3L 8 -cyl Engine Code [T] LM7 T,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,YUKON,5.3L 8 -cyl Engine Code [Z] L59 Z Flex,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,YUKON DENALI,6.0L 8 -cyl Engine Code [U] U,10W-30 (Above -18),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,YUKON XL,5.3L 8 -cyl Engine Code [T] LM7 T,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,YUKON XL,5.3L 8 -cyl Engine Code [Z] L59 Z Flex,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,YUKON XL,6.0L 8 -cyl Engine Code [U] U,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Gmc Trucks,YUKON XL,8.1L 8 -cyl Engine Code [G] G,5W-30 (All TEMPS),6.4 quarts. . . (with filter)After refill check oil level.
2005,Honda,ACCORD,2.4L 4 -cyl Engine Code K24A4 W,5W-20 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2005,Honda,ACCORD,3.0L 6 -cyl Engine Code J30A4 5,5W-20 (All TEMPS),4.2 quarts. . . . w/ofAfter refill check oil level.
2005,Honda,ACCORD,3.0L 6 -cyl Engine Code JNA1 6,5W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2005,Honda,CIVIC,1.3L 4 -cyl Engine Code LDA1 F,0W-20 (All TEMPS),3.2 quarts. . . . w/ofAfter refill check oil level.
2005,Honda,CIVIC,1.7L 4 -cyl Engine Code D17A1 B,5W-20 (All TEMPS),3.4 quarts. . . (with filter)After refill check oil level.
2005,Honda,CIVIC,1.7L 4 -cyl Engine Code D17A2 D,5W-20 (All TEMPS),3.7 quarts. . . (with filter)After refill check oil level.
2005,Honda,CIVIC,1.7L 4 -cyl Engine Code D17A6 C,5W-20 (All TEMPS),3.7 quarts. . . (with filter)After refill check oil level.
2005,Honda,CIVIC,1.7L 4 -cyl Engine Code D17A7 7,5W-20 (All TEMPS),3.7 quarts. . . (with filter)After refill check oil level.
2005,Honda,CIVIC,2.0L 4 -cyl Engine Code K20A3 G,5W-20 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2005,Honda,CR-V,2.4L 4 -cyl Engine Code K24A1 0,5W-20 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2005,Honda,ELEMENT,2.4L 4 -cyl Engine Code K24A4 W,5W-20 (All TEMPS),4.2 quarts. . . . w/ofAfter refill check oil level.
2005,Honda,INSIGHT,1.0L 3 -cyl Engine Code ECA1 A,0W-20 (All TEMPS),2.4 quarts. . . . w/ofAfter refill check oil level.
2005,Honda,ODYSSEY,3.5L 6 -cyl Engine Code J35A6 K,"5W-20, 0W-20 (All TEMPS)","4.2 quarts. . . . W/O FLT, w/ofAfter refill check oil level."
2005,Honda,ODYSSEY,3.5L 6 -cyl Engine Code J35A7 J,"5W-20, 0W-20 (All TEMPS)",4.5 quarts. . . (with filter). W/ FLTAfter refill check oil level.
2005,Honda,PILOT,3.5L 6 -cyl Engine Code J35A6 K,5W-20 (All TEMPS),4.2 quarts. . . . w/ofAfter refill check oil level.
2005,Honda,S2000,2.2L 4 -cyl Engine Code F22C1 Y,10W-30 (Above -20),4.8 quarts. . . . w/ofAfter refill check oil level.
2005,Hyundai,ACCENT,1.6L 4 -cyl Engine Code [C] DOHC A,10W-30 (Above -18),3.5 quarts. . . (with filter)After refill check oil level.
2005,Hyundai,ELANTRA,2.0L 4 -cyl Engine Code [D] DOHC B,10W-30 (Above -18),4.2 quarts. . . (with filter)After refill check oil level.
2005,Hyundai,SANTA FE,2.4L 4 -cyl Engine Code DOHC T,N/A,N/A
2005,Hyundai,SANTA FE,2.7L 6 -cyl Engine Code 2656cc 1,10W-30 (Above -18),4.8 quarts. . . (with filter)After refill check oil level.
2005,Hyundai,SANTA FE,2.7L 6 -cyl Engine Code [D][H] DOHC C,10W-30 (Above -18),4.8 quarts. . . (with filter)After refill check oil level.
2005,Hyundai,SANTA FE,3.5L 6 -cyl Engine Code 3500cc 2,10W-30 (Above -18),4.5 quarts. . . (with filter)After refill check oil level.
2005,Hyundai,SONATA,2.4L 4 -cyl Engine Code [B][S] DOHC S,10W-30 (Above -18),4.5 quarts. . . (with filter)After refill check oil level.
2005,Hyundai,SONATA,2.7L 6 -cyl Engine Code [H] I,10W-30 (Above -18),4.8 quarts. . . (with filter)After refill check oil level.
2005,Hyundai,TIBURON,2.0L 4 -cyl Engine Code [D] D,10W-30 (Above -18),4.2 quarts. . . (with filter)After refill check oil level.
2005,Hyundai,TIBURON,2.7L 6 -cyl Engine Code [F] G,10W-30 (Above -18),4.8 quarts. . . (with filter)After refill check oil level.
2005,Hyundai,TUCSON,2.0L 4 -cyl Engine Code [D] DOHC B,10W-30 (Above -18),4.2 quarts. . . (with filter)After refill check oil level.
2005,Hyundai,TUCSON,2.7L 6 -cyl Engine Code [D][H] DOHC C,10W-30 (Above -18),4.8 quarts. . . (with filter)After refill check oil level.
2005,Hyundai,XG350,3.5L 6 -cyl Engine Code 3500cc 2,"5W-30, 5W-40 (Below 35)",4.5 quarts. . . (with filter)After refill check oil level.
2005,Hyundai,XG350,3.5L 6 -cyl Engine Code [E] F,"5W-30, 5W-40 (Below 35)",4.5 quarts. . . (with filter)After refill check oil level.
2005,Infiniti,FX35,3.5L 6 -cyl Engine Code VQ35DE L,"10W-30, 10W-40 (Above -18)",5 quarts. . . (with filter)After refill check oil level.
2005,Infiniti,FX45,4.5L 8 -cyl Engine Code VK45DE N,"10W-30, 10W-40 (Above -18)",6.8 quarts. . . (with filter)After refill check oil level.
2005,Infiniti,G35,3.5L 6 -cyl Engine Code VQ35DE L,"10W-30, 10W-40 (Above -18)",5 quarts. . . (with filter)After refill check oil level.
2005,Infiniti,Q45,4.5L 8 -cyl Engine Code VK45DE N,"10W-30, 10W-40 (Above -18)",5.9 quarts. . . (with filter)After refill check oil level.
2005,Infiniti,QX56,5.6L 8 -cyl Engine Code VK56DE R,"10W-30, 10W-40 (Above -18)",6.6 quarts. . . (with filter)After refill check oil level.
2005,Isuzu,ASCENDER,4.2L 6 -cyl Engine Code [S] S,0W-30 (Below -29),7 quarts. . . (with filter)After refill check oil level.
2005,Isuzu,ASCENDER,5.3L 8 -cyl Engine Code [M] LH6 P,0W-30 (Below -29),6 quarts. . . (with filter)After refill check oil level.
2005,Jaguar,S-TYPE,3.0L 6 -cyl Engine Code [F] AJ27 2,"5W-30, 0W-30, 0W-40, 5W-40 (-30 To 50)",6.9 quarts. . . (with filter)Models from VIN code M45255 to current.
2005,Jaguar,S-TYPE,4.2L 8 -cyl Engine Code 4196cc 3,"5W-30, 0W-30, 0W-40, 5W-40 (-30 To 50)",6.3 quarts. . . (with filter)After refill check oil level.
2005,Jaguar,S-TYPE,4.2L 8 -cyl Engine Code 4196cc 4,5W-30 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2005,Jaguar,X-TYPE,2.5L 6 -cyl Engine Code DOHC E,"5W-30, 0W-30, 0W-40, 5W-40 (-30 To 50)",6.1 quarts. . . (with filter)After refill check oil level.
2005,Jaguar,X-TYPE,3.0L 6 -cyl Engine Code [A] AJ27 1,"5W-30, 0W-30, 0W-40, 5W-40 (-30 To 50)",6.1 quarts. . . (with filter)After refill check oil level.
2005,Jaguar,XJ8,4.2L 8 -cyl Engine Code 4196cc 3,"5W-30, 0W-30, 0W-40, 5W-40 (-30 To 50)",6.3 quarts. . . (with filter)After refill check oil level.
2005,Jaguar,XJ8,4.2L 8 -cyl Engine Code 4196cc 4,"5W-30, 0W-30, 0W-40, 5W-40 (-30 To 50)",6.9 quarts. . . (with filter)After refill check oil level.
2005,Jaguar,XJR,4.2L 8 -cyl Engine Code 4196cc 4,5W-30 (All TEMPS),8 quarts. . . (with filter)After refill check oil level.
2005,Jaguar,XK8,4.2L 8 -cyl Engine Code 4196cc 3,"5W-30, 0W-30, 0W-40, 5W-40 (-30 To 50)",7.4 quarts. . . (with filter)After refill check oil level.
2005,Jaguar,XKR,4.2L 8 -cyl Engine Code 4196cc 4,"5W-30, 0W-30, 0W-40, 5W-40 (All TEMPS)",7.4 quarts. . . (with filter)After refill check oil level.
2005,Jeep,GRAND CHEROKEE,3.7L 6 -cyl Engine Code [K] K,5W-30 (All TEMPS),5 quarts. . . (with filter)After refill check oil level.
2005,Jeep,GRAND CHEROKEE,4.7L 8 -cyl Engine Code [N] N,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2005,Jeep,GRAND CHEROKEE,5.7L 8 -cyl Engine Code [2] 2,5W-20 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2005,Jeep,LIBERTY,2.4L 4 -cyl Engine Code [1] 1,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2005,Jeep,LIBERTY,2.8L 4 -cyl Engine Code [5] 5 Diesel Turbo,"0W-40, 5W-40 (All TEMPS)",6.3 quarts. . . (with filter)After refill check oil level.
2005,Jeep,LIBERTY,3.7L 6 -cyl Engine Code [K] K,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2005,Jeep,TJ (Canada),2.4L 4 -cyl Engine Code [1] 1,10W-30 (Above -18),4 quarts. . . (with filter)After refill check oil level.
2005,Jeep,TJ (Canada),4.0L 6 -cyl Engine Code [S] S,10W-30 (Above -18),6 quarts. . . (with filter)After refill check oil level.
2005,Jeep,WRANGLER,2.4L 4 -cyl Engine Code [1] 1,10W-30 (Above -18),4 quarts. . . (with filter)After refill check oil level.
2005,Jeep,WRANGLER,4.0L 6 -cyl Engine Code [S] S,10W-30 (Above -18),6 quarts. . . (with filter)After refill check oil level.
2005,Kia,AMANTI,3.5L 6 -cyl Engine Code 3497cc DOHC S,10W-30 (Above -20),4.5 quarts. . . (with filter)After refill check oil level.
2005,Kia,MAGENTIS,2.4L 4 -cyl Engine Code [6] 2359cc Q,10W-30 (-20 To 30),4.5 quarts. . . (with filter)After refill check oil level.
2005,Kia,MAGENTIS,2.7L 6 -cyl Engine Code [8] 2656cc 8,10W-30 (-20 To 30),5.1 quarts. . . (with filter)After refill check oil level.
2005,Kia,OPTIMA,2.4L 4 -cyl Engine Code [6] 2359cc Q,10W-30 (Above -20),4.5 quarts. . . (with filter)After refill check oil level.
2005,Kia,OPTIMA,2.7L 6 -cyl Engine Code [8] 2656cc 8,10W-30 (Above -20),5.1 quarts. . . (with filter)After refill check oil level.
2005,Kia,RIO,1.6L 4 -cyl Engine Code 1594cc DOHC T,10W-30 (Above -20),3.4 quarts. . . (with filter)After refill check oil level.
2005,Kia,RIO CINCO,1.6L 4 -cyl Engine Code 1594cc DOHC T,10W-30 (Above -20),3.4 quarts. . . (with filter)After refill check oil level.
2005,Kia,SEDONA,3.5L 6 -cyl Engine Code 3497cc DOHC S,10W-30 (Above -20),4.5 quarts. . . (with filter)After refill check oil level.
2005,Kia,SORENTO,3.5L 6 -cyl Engine Code 3497cc DOHC S,10W-30 (-25 To 40),4.6 quarts. . . (with filter)After refill check oil level.
2005,Kia,SPECTRA,2.0L 4 -cyl Engine Code DOHC D,"5W-30, 5W-40 (Below 35)",4.2 quarts. . . (with filter)After refill check oil level.
2005,Kia,SPECTRA5,2.0L 4 -cyl Engine Code DOHC D,"5W-30, 5W-40 (Below 35)",4.2 quarts. . . (with filter)After refill check oil level.
2005,Kia,SPORTAGE,2.0L 4 -cyl Engine Code [2] 2,10W-30 (Above -20),4.2 quarts. . . (with filter)After refill check oil level.
2005,Kia,SPORTAGE,2.7L 6 -cyl Engine Code [3] 3,10W-30 (Above -20),4.8 quarts. . . (with filter)After refill check oil level.
